"","data.id","data.text","meta.newest_id","meta.oldest_id","meta.result_count","meta.next_token"
"32","1519483677595639808","These four nutritional tips are not only good for your health, but can also help improve life with multiple sclerosis- via @healthing_ca
 
#multiplesclerosis #healthing #health #canada  https://t.co/gWPcytpGTG","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"33","1519483344655986690","@Princeofnature1 I fortunately am not a real picky eater. So, I eat many nutritional veggies, fruits, and meats.","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"34","1519482947598004225","These four nutritional tips are not only good for your health, but can also help improve life with multiple sclerosis- via @healthing_ca
 
#multiplesclerosis #healthing #health #canada  https://t.co/RbAyMWDPtg","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"35","1519482929876983809","RT @AzureStandard: <U+0001F49A> One of the reasons we Azure is to avoid processed ingredients in our food. This ensures the highest nutritional qualit¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"36","1519482131583406080","RT @MarkSchatzker: You can read the paper here:

https://t.co/6PV10aYZ2u

To learn more about nutritional wisdom, you might enjoy two books¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"37","1519482114441453569","These four nutritional tips are not only good for your health, but can also help improve life with multiple sclerosis- via @healthing_ca
 
#multiplesclerosis #healthing #health #canada  https://t.co/dkP6XUJKRU","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"38","1519482108183556099","These four nutritional tips are not only good for your health, but can also help improve life with multiple sclerosis- via @healthing_ca
 
#multiplesclerosis #healthing #health #canada  https://t.co/4QRoPPEsAx","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"39","1519481690820956162","There are PLENTY of superfoods that can help improve your health including seaweed! To find out more nutritional rockstars check out this video - https://t.co/9XtSZ5rToj

#GundryMD https://t.co/IinJ689HR2","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"40","1519481537103904770","<U+0001F49A> One of the reasons we Azure is to avoid processed ingredients in our food. This ensures the highest nutritional quality.  We care about you.  Every product we offer meets a high standard for ingredient contents. Why do you Azure? <U+0001F49A>

Product standards:
https://t.co/HRLyYtGH8D https://t.co/hlUXrF1ydv","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"41","1519481397261524994","@colorfulaltvibe I put nutritional yeast on me, which is not a popular opinion and it¡¯s a taste you have to get used too (for some people). But it¡¯s so good + a little extra salt.","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"42","1519480907861663744","@vickyharp @tarynpivots I thought according to school lunch nutritional guidelines, potatoes are a vegetable?","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"43","1519480746469212161","@IceIsMyVice omg my grandma! I have a photo from before I was born ¡ª she looked 90 when she was 60. They had tough lives without benefit of current nutritional/health/cosmetic stuff. And extremely oppressive husbands/society. Which btw STILL judge women on looks. Yes, you. And me <U+0001F61E>","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"44","1519480134914678784","RT @MarkSchatzker: Four years ago, a scientist I'd never met approached me and said: ""I think you are probably wrong.""

Instead of arguing,¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"45","1519479406812712960","@voeckseo I¡¯ve done both. Hello fresh made me gain weight <U+0001F602> home chef recipes were boring and there was consistent delivery delays for both. I think your kids are going to love the hello fresh meals (honestly I did too which is why I had to cancel and switch my nutritional habits LOL)","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"46","1519479320397426695","Nutritional Yeast.","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"47","1519479186481500160","RT @MarkSchatzker: Four years ago, a scientist I'd never met approached me and said: ""I think you are probably wrong.""

Instead of arguing,¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"48","1519479054193283073","Smorgasbord Health Column - Cook from Scratch to prevent nutritional deficiencies with Sally Cronin and Carol Taylor - Calcium the most abundant mineral in the body https://t.co/5xkHtZqUGi via @sgc58 @CarolCooksTwo","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"49","1519478645995315200","@ElieJarrougeMD It tastes nice but the nutritional profile doesn't compare","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"50","1519478534758182913","RT @johnwoolleypnw: Hear me out...
Fennel, oregano, sage, garlic, nutritional yeast, some other herbs, salt, dried anchovies.
Pulsed in a c¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"51","1519478051020677120","RT @MarkSchatzker: Four years ago, a scientist I'd never met approached me and said: ""I think you are probably wrong.""

Instead of arguing,¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"52","1519478041725988864","https://t.co/7DJHElW0IU","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"53","1519478031697551361","@PhantomPower14 @ScotTories When Alex Salmond was First Minister, his government re-instated nutritional standards for school meals:-

https://t.co/ab9RlibOMG

-The Nutritional Requirements for Food and Drink in Schools (Scotland) Regulations 2008","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"54","1519477837404594176","RT @MarkSchatzker: Four years ago, a scientist I'd never met approached me and said: ""I think you are probably wrong.""

Instead of arguing,¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"55","1519477429588443137","This was an awesome quick, improvised pasta. Saut¨¦ed grape tomatoes with whole garlic cloves, nutritional yeast, lemon juice, then raw baby spinach, arugula, and pickled red onion on top. Lots of chili flakes. https://t.co/dqbK7jixxM","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"56","1519477138667315200","@CaloriesProper Such a great cheese- Gran Padano too I guess similar nutritional value? Is there a nutritional difference for the riper versions (I'd guess 18-24 months has less water thus more nutritional content per 100g?)","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"57","1519476831111503873","Go with my nutritional strategy which will wipe out accumulated fat expediently also recuperate healthiness   https://t.co/VNAUdG8ooP","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"58","1519475675899510788","RT @SchmitterCecile: #Repost #belinda_vegan 
<U+0001F50A><U+0001F50A><U+0001F50A>Why do we exploit animals even though we don't<U+00A0>need to? 
Researchers confirmed that<U+00A0>all our¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"59","1519475394323398656","RT @SchmitterCecile: (4)
In 2009, the American Academy of Nutrition &amp; Dietetics, the U.S.¡¯s oldest, largest and foremost authority on diet¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"60","1519474992668463107","@RogerDouglas04 I can¡¯t think of a single nutritional reason to ever eat a legume 

That being said, taste is still a valid reason to eat something on occasion","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"61","1519474790146650113","@psych_oracle Clean eating does not have anything to do with food being clean or dirty. It simply involves choosing minimally processed, real foods that provide maximal nutritional benefits. The idea is to consume foods that are as close to their natural state as possible.","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"62","1519474375698825216","@Izzy4Lousy Nutritional hoodlum, look at the time ffs! <U+0001F926><U+200D>¡á<U+FE0F>","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"63","1519473816312983556","RT @MarkSchatzker: Four years ago, a scientist I'd never met approached me and said: ""I think you are probably wrong.""

Instead of arguing,¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"64","1519473804908666881","Hemp seeds¡¯ nutty flavor and versatility also make them a great substitute for the levels of protein, essential fatty acids, and other nutritional benefits found in meat and dairy products.
https://t.co/Lf9xuhr3ws
#HempSiBangi","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"65","1519473616383094785","You eating good and that ass is responding to the nutritional benefits https://t.co/38eefNHmxo","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"66","1519473604148178944","RT @MOWLondon: Have questions about how our meals taste? Give us a call! We'd be happy to chat about your nutritional needs and preferences¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"67","1519473531993661440","RT @esteves_gp: I'm very pleased that our @Appl_Phys_Nutr @eimeardol  new paper on glucocorticoids and nutritional recommendations is now a¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"68","1519471466860974080","RT @RetroTechNoir: The solution to America's healthcare crisis is simple:
Ban corn syrup.

Corn syrup has no nutritional value. It serves n¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"69","1519471251974082560","RT @MarkSchatzker: Four years ago, a scientist I'd never met approached me and said: ""I think you are probably wrong.""

Instead of arguing,¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"70","1519470477906960384","@TheJeffGoldman I wouldn¡¯t trust schools to do it themselves. Nutritional information and fuel efficiency are empirical measures. Whether a degree is worth it depends on a variety of factors, many of which are subjective.","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"71","1519469753156653056","RT @DeniseACombestt: This a Great Book, Let's to Read!!!
Title : Dr. Sebi Alkaline Diet: The Ultimate Weight Loss Nutritional Guide. The Be¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"72","1519469231976374272","@FauciMindChange Yes, this would be a great idea. 

I have an even better idea though! You know how every restaurant is forced to put nutritional information on their menus? And how every car manufacturer is forced to publish the fuel efficiency of each vehicle? 

What if ...","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"73","1519469229312856066","@Norma_J_ @Mz_Kat It was very tasty! I used vegan Parmesan and nutritional yeast like recipe. So yummy!","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"74","1519468796431458307","I have an addiction to nutritional yeast fr","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"75","1519468739539918849","RT @Charlesfrize: Vegetables - 10 Key Vegetables And Their Nutritional Value #FrizeMedia - https://t.co/KV6pNqXlRZ @Charlesfrize @Dynamicfr¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"76","1519468640466534402","@95_6lbs @supremekgs A salad is a awful idea, but a salad is not the only easy nutritional filling food available.","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"77","1519468516755316739","This type of thread is a big thing I¡¯d miss without Twitter.

I probably never would¡¯ve sought out this cool research on nutritional wisdom myself, but the forces of Twitter brought it to me. https://t.co/PCl1aaZJ03","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"78","1519468141566480384","nutritional yeast flavored pussy","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"79","1519468092044283904","RT @Campestre_ES: We want to also thank our cafeteria staff for working hard every day and for keeping all of our Cobras bellies full with¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"80","1519468090131591168","RT @GMFHx: Is there a role of the gut microbiome in influencing host diet selection behavior? Preliminary findings in mice demonstrate a ro¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"81","1519467643979317248","Change of essential am ino acids concentration in enzymolysate was not big. EAA was improved about 6. 7% after depuration. Then enzymolysate had better nutritional value.","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"82","1519467571598311424","This graphic looks like the ¡°Nutritional Facts¡± section of a snack box https://t.co/NySsMnjUOj","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"83","1519467357755822082","RT @sraenn2: anyone interested in nutritional or fitness advice shoot me a dm, I¡¯m happy to assist!! <U+0001F31E>","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"84","1519466849603362821","RT @eu_echo: An EU humanitarian air bridge flight carrying 34 tonnes of lifesaving aid, including nutritional and medical supplies, landed¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"85","1519466568995979264","Elon Musk bought Twitter to ALLOW FREEDOM OF SPEECH!  Bill Gates is buying farmland to facilitate the Luciferian globalist's attempt to cause #FAMINEINTHEUSA Also, to force GMO food in people, which the body doesn't recognize as nutritional, because it's not. #CovertMassGenocide https://t.co/zkILP7K0cW","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"86","1519466022226571267","April 2022 Global Sports Nutritional Supplements Market Report 2022 Future Development, Top Manufacturers, Technological Advancement, Share, Size and Forecast Clif Bar, Glanbia Nutritionals, GlaxoSmithKline, Herbalife,<U+00A0>GNC https://t.co/xdHjTT0Lvt","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"87","1519465702595379203","Truth bomb down there.

Obesity is not your fault.

The fault lies with the bullshit nutritional advice we are given and mass produced fake food. https://t.co/cxzQWYBs5h","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"88","1519465209638920193","RT @SchmitterCecile: #Repost #belinda_vegan 
<U+0001F50A><U+0001F50A><U+0001F50A>Why do we exploit animals even though we don't<U+00A0>need to? 
Researchers confirmed that<U+00A0>all our¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"89","1519464732670918656","We want to also thank our cafeteria staff for working hard every day and for keeping all of our Cobras bellies full with nutritional meals and snacks<U+2764><U+FE0F><U+0001F40D><U+2764><U+FE0F> #TeamSISD #CobraPride #CX3 #BULLDOGNATION #TraditionandPride https://t.co/rOQ9HlAUI3","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"90","1519464725192626177","@dak_alan Albeit it hits the spot and doubles as Hangover Helper, there's no nutritional value in SoS whatsoever: all it does is make a turd.","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"91","1519464546599153664","RT @SchmitterCecile: #Repost #belinda_vegan 
<U+0001F50A><U+0001F50A><U+0001F50A>Why do we exploit animals even though we don't<U+00A0>need to? 
Researchers confirmed that<U+00A0>all our¡­","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"92","1519464516068728832","@Queen_Raffy @AbuBakr_Sideeq @Halliimaa_S Here's a link to the article. https://t.co/MqK27IhqcS","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"93","1519464329497694208","@Parabellum2021 @870Operator I think it is dure to very rapid and recent selection for the most commercially productive varieties which in practice always sacrifices a nutritional element.","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"94","1519463996667092992","Nutritional Analysis Market 2022 - 2030 - Technology &amp; Vendor Assessment (Vendor Summary Profiles, Strategies, Capabilities &amp; Product Mapping &amp; Regional Economic Analysis) by MDC Research - GlobeNewswire https://t.co/kqOvGdGSy1","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"95","1519463935035932672","In 20 yrs 40% less food is expected to be produced for 9 billion people.Poor soil means poor nutritional value Today fruits and vegetables already contain 90% fewer nutrients.2 billion people suffer from nutritional deficiencies Its high time we #savesoil #JourneyForSoil<U+0001F64F><U+0001F3FD> <U+0001F33B><U+0001F3CD><U+FE0F> https://t.co/Eol5DfK1Pp","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
"96","1519463927729606658","@DrMMck @JulieACorr @_laurenakerr @linseygibson @smccarthynire @AndyAllen88 @uuponline They claim to be nutritional now.
Haha  - no comment","1519490279476187137","1519463241172275201",100,"b26v89c19zqg8o3fpytot5byv2g3pqnalnay9vk7grlh9"
